,waldStat,df,pvalue,meanLogFC,FDR
TUBA1A,83.521049904591,4,0,1.89100359507922,0
FLNA,87.6484572705062,4,0,0.54702170258154,0
CD74,100.074944254865,4,0,0.30656654530923,0
SUMO2,88.4892032438944,4,0,0.45080833618233,0
PYHIN1,106.119253257169,4,0,1.11543731312087,0
IKZF2,186.271155357645,4,0,0.701328595788685,0
S100A4,207.494151852413,4,0,0.968693718098165,0
STMN1,249.896405008445,4,0,1.27050473578575,0
ID3,140.872560810445,4,0,1.34271501964414,0
SYNE2,177.200455204808,4,0,0.526499134234199,0
BCL6,114.943498930957,4,0,0.567108857013023,0
GNLY,143.587337221381,4,0,1.12100119435414,0
ACTN4,103.116602537926,4,0,0.350210352875135,0
CASC15,192.375765507563,4,0,0.461211714922782,0
FYB1,158.237630095931,4,0,1.35696469211676,0
SNORD3B-2,178.147425634669,4,0,1.0130327769743,0
HCST,126.86191354915,4,0,0.617453833597472,0
MIR1244-2,177.116689836785,4,0,1.12250811699316,0
HLA-J,237.245355424841,4,0,0.942309921737594,0
MTND1P23,123.534946827276,4,0,0.726303361019429,0
TUBB,134.829804524219,4,0,2.08878962476487,0
HLA-F,138.63033644481,4,0,1.07331324969928,0
VIM,155.586038076333,4,0,0.67656115792343,0
PTMAP2,122.507225569249,4,0,0.710466669324712,0
HLA-B,735.209918251262,4,0,0.664873962633651,0
RPL37P2,85.8566551475984,4,0,0.332711992747821,0
B2M,266.347206739992,4,0,0.420241531566267,0
GNAS,84.8978655829331,4,0,0.274121059774511,0
JARID2,113.266274227238,4,0,0.687768943045323,0
HLA-A,322.476338713964,4,0,0.385754956761973,0
RPL37,94.8837987472637,4,0,0.300414653014375,0
TOX,91.8804236980969,4,0,0.773662586876455,0
MYO1F,115.826946100737,4,0,0.497389898737018,0
AC078817.1,112.267884254247,4,0,0.289089443057663,0
NUCB2,112.035329323456,4,0,0.725571297233647,0
MT2A,127.477198803961,4,0,1.44244556910356,0
RPS23P8,85.6131456241239,4,0,0.255647656832909,0
LEF1,351.99246682519,4,0,0.797285357862345,0
S100A6,143.053694874858,4,0,0.5966272501621,0
HMGB2,103.829467498967,4,0,2.87174786826142,0
RTKN2,200.038774134922,4,0,0.433123146419126,0
RPS8,133.444616772968,4,0,0.619250890575226,0
PTMA,308.032384980029,4,0,0.655071674933918,0
RORA,90.3303730097038,4,0,1.55963825944752,0
C12orf57,101.268785997879,4,0,0.289469552810886,0
PTMAP5,227.34103644742,4,0,0.718035374363685,0
H3F3AP4,186.08832904283,4,0,0.407206497106396,0
SNORD3A,144.750345323179,4,0,1.10662472019425,0
H3F3A,407.145648324721,4,0,0.33153872067775,0
ITGA4,122.378922850219,4,0,0.53979115161056,0
MT-ND1,139.427529491138,4,0,0.517752709808967,0
GAPDH,209.774083797146,4,0,1.11829148655787,0
TMSB10,117.579611738597,4,0,0.445827984917069,0
RPS20P14,126.271270921476,4,0,0.280028480488783,0
SOX4,401.464768954709,4,0,0.464685887057371,0
HLA-C,519.568296600538,4,0,0.903115184445399,0
ACTB,101.465290717169,4,0,0.685565477934346,0
IL18RAP,87.7732152087377,4,0,2.12254276685488,0
GAPDHP40,104.724460459858,4,0,1.41439399209174,0
MIR1244-3,164.972777034234,4,0,0.881732150920663,0
MIR1244-4,99.9235905074316,4,0,0.982625994064035,0
DGKA,107.810107424619,4,0,1.20793569125553,0
CD3D,125.434492443647,4,0,0.732847894625958,0
ACTG1,184.117737129862,4,0,0.487884551190847,0
KLRD1,127.066745913206,4,0,1.68411674611,0
IL32,111.08199962262,4,0,0.430248301995055,0
PRF1,91.7494239470523,4,0,0.770283877991307,0
RPL6P27,86.5471456504109,4,0,0.718397519412159,0
GZMK,229.398025407649,4,0,0.947149636483376,0
HLA-E,180.582880712835,4,0,0.646321770605983,0
TOX2,278.777517470579,4,0,1.27728490024446,0
PPIAP31,84.0600448454988,4,0,1.08921355959469,0
EEF1A1P6,107.565234752713,4,0,0.251780416929674,0
TPT1,112.793765345364,4,0,0.306576736281102,0
GTF2IP1,84.4883110380302,4,0,0.221633040860738,0
NKG7,384.984238484412,4,0,0.605696823180828,0
TUBA1B,126.608351592514,4,0,1.41364036734291,0
A2M-AS1,94.6137864851458,4,0,0.678494747199907,0
HIST1H4C,154.706862477822,4,0,2.63940014905816,0
CST7,209.918764436888,4,0,0.402918420532959,0
H3F3AP6,210.622782117709,4,0,0.262654232722448,0
LTB,114.274812314882,4,0,1.78079350865296,0
LITAF,93.131605752237,4,0,0.473089700582574,0
AHNAK,214.369148430481,4,0,0.661851180121973,0
SMPD3,106.577587233073,4,0,0.613901602880957,0
KLRB1,195.463560342999,4,0,0.745865184972985,0
LINC00861,102.473471096758,4,0,0.88961273495546,0
SNORD3C,99.8334565445744,4,0,0.486823524023202,0
ACTN1,180.03879317587,4,0,1.91777549795021,0
BCL11B,407.322463080153,4,0,0.849436570510783,0
GAPDHP65,152.27780789129,4,0,1.39767759429276,0
NREP,104.176945089389,4,0,1.10114208979921,0
GZMA,270.789285178653,4,0,0.505494904085503,0
KLRG1,111.745638550292,4,0,0.546219112385427,0
CCR9,198.638213379947,4,0,1.39509158718987,0
AIF1,111.281439897057,4,0,0.774091484827107,0
MARCKSL1,95.5428720227531,4,0,0.843638460021939,0
CCL5,871.995025835116,4,0,2.407432224154,0
RPS13P2,97.4171959893442,4,0,0.586120841917084,0
RPS13,101.617455389003,4,0,0.631506045518579,0
AC246787.1,85.3017188833022,4,0,0.458616303033188,0
HMGB1,110.679997581647,4,0,1.27314741290684,0
PPIAP19,94.2734839038705,4,0,1.43996955349356,0
TCF7,218.619768613919,4,0,0.502363118432867,0
SLC25A5,81.793343288489,4,1.11022302462516e-16,0.322720887146185,2.50880928617729e-14
GATA3,81.6300392774333,4,1.11022302462516e-16,0.751099736086657,2.50880928617729e-14
EEF1A1,81.2407856538133,4,1.11022302462516e-16,0.137502161911715,2.50880928617729e-14
MT-ND4,81.9106136475804,4,1.11022302462516e-16,0.531377840032237,2.50880928617729e-14
RPL26P19,82.1276591908434,4,1.11022302462516e-16,0.173729483176415,2.50880928617729e-14
H2AFZ,80.7747790113163,4,1.11022302462516e-16,1.08177678516692,2.50880928617729e-14
IL2RB,81.6519065825124,4,1.11022302462516e-16,0.418510300968482,2.50880928617729e-14
PREX1,80.3507465454043,4,1.11022302462516e-16,1.21167231029388,2.50880928617729e-14
EOMES,81.5026238156408,4,1.11022302462516e-16,2.31868859168828,2.50880928617729e-14
PLEK,79.0537135351735,4,2.22044604925031e-16,1.21975269259171,4.97360437435147e-14
AL121871.1,78.4457411467025,4,3.33066907387547e-16,0.277148577941749,7.33177886219053e-14
ATP5MG,78.876121245154,4,3.33066907387547e-16,0.503119067158426,7.33177886219053e-14
RPL24P4,78.1208696536161,4,4.44089209850063e-16,0.528091886299885,9.61001523179775e-14
RPS3AP47,78.0488706086693,4,4.44089209850063e-16,0.528754047627037,9.61001523179775e-14
GIMAP7,77.6893349461869,4,5.55111512312578e-16,0.761117124672555,1.17146879891749e-13
RPL37A,77.6524418530657,4,5.55111512312578e-16,0.515037895193465,1.17146879891749e-13
PPIAP42,77.5520541438702,4,5.55111512312578e-16,1.54111909080149,1.17146879891749e-13
RPL15P3,76.822934678024,4,7.7715611723761e-16,0.789847397353387,1.62661323390675e-13
MDM4,76.6225141594732,4,8.88178419700125e-16,1.25533503190772,1.82900289895506e-13
HMGN1,76.6165971552537,4,8.88178419700125e-16,0.928544997177564,1.82900289895506e-13
RPL6,76.1132728305987,4,1.11022302462516e-15,0.840295942091771,2.26796359470427e-13
RPS23,76.0560462310927,4,1.22124532708767e-15,0.25048859000132,2.45547239584124e-13
SMIM24,75.9820105582408,4,1.22124532708767e-15,1.34712648765858,2.45547239584124e-13
MIR181A1HG,75.798411904464,4,1.33226762955019e-15,0.980150315542693,2.65776983754407e-13
SLAMF7,75.6457553851313,4,1.4432899320127e-15,5.54068689317066,2.85693088480189e-13
RPL10P16,74.8090109628543,4,2.22044604925031e-15,0.24961862167038,4.36146845135437e-13
SPINT2,74.6449207276429,4,2.33146835171283e-15,0.738493863106541,4.54458353900665e-13
PPIAP22,74.5878661130781,4,2.44249065417534e-15,1.10125532609573,4.65440289957966e-13
MFHAS1,74.5800130742403,4,2.44249065417534e-15,1.41946538256775,4.65440289957966e-13
HNRNPA1P10,74.5612358453058,4,2.44249065417534e-15,1.10419481182923,4.65440289957966e-13
AC112191.2,74.4745186104512,4,2.55351295663786e-15,0.378500129955895,4.82992247020354e-13
GIMAP4,73.3189912083639,4,4.55191440096314e-15,0.897401306070837,8.5465539873966e-13
APOBEC3G,73.0073390804276,4,5.21804821573824e-15,0.458392448877513,9.72575629115882e-13
ATP5MGP3,72.3826076040655,4,7.105427357601e-15,0.645451867324797,1.31476150417639e-12
PPIAP29,72.2722792858432,4,7.54951656745106e-15,0.978099907210549,1.38688421258894e-12
ATP5F1E,72.1834286583518,4,7.88258347483861e-15,0.550587827904948,1.43772692164289e-12
MYL6,71.8832537933056,4,9.10382880192628e-15,0.929567577684554,1.64869693941268e-12
MT-ND5,71.833321407553,4,9.32587340685131e-15,0.723594557210508,1.67701533411231e-12
HSPB1,71.4135223776468,4,1.14352971536391e-14,0.515003547190545,2.04196022949773e-12
TESPA1,71.3075766822795,4,1.19904086659517e-14,0.413510420838432,2.12621587003525e-12
NONO,71.2533361149709,4,1.23234755733392e-14,1.08456244448273,2.1702065432084e-12
CEBPD,70.9199224137611,4,1.45439216225896e-14,0.896166999418079,2.5436920454303e-12
CXCR6,70.8370256785936,4,1.50990331349021e-14,1.23797941718214,2.62281504149473e-12
MT-ND2,70.8299523821836,4,1.52100554373646e-14,0.534672167480919,2.62424841616964e-12
CCL4,70.5103768067822,4,1.77635683940025e-14,1.66212652070467,3.04424643584466e-12
HNRNPA1,70.1927273416866,4,2.06501482580279e-14,0.811217849817251,3.51534357179162e-12
CBX3,69.816105328499,4,2.48689957516035e-14,0.54291247750784,4.20549540739865e-12
GTF2I,69.517452258467,4,2.8643754035329e-14,0.282585235580974,4.81196223218505e-12
ADAM10,69.3077008226403,4,3.17523785042795e-14,0.942838764608096,5.29932670004429e-12
CTSW,68.8758050907567,4,3.9190872769268e-14,0.294369543546024,6.4983047802809e-12
MAL,68.7852676872247,4,4.09672296086683e-14,2.18055168661513,6.74902069714416e-12
CD1A,68.6396177657428,4,4.39648317751562e-14,1.3529941119637,7.1964229447347e-12
RPL32,68.4274117644981,4,4.87387907810444e-14,0.297752027148908,7.92703836047113e-12
ITGB2-AS1,68.0351604058123,4,5.89528426075958e-14,2.21075092556444,9.46767821374188e-12
AC010343.1,68.0357823018113,4,5.89528426075958e-14,0.448848511351373,9.46767821374188e-12
HIPK2,67.9878744630844,4,6.03961325396085e-14,0.756400064395926,9.63884527749315e-12
TC2N,67.8878668605455,4,6.33937347060964e-14,1.15368772645843,1.00544038243489e-11
MTND2P28,67.3460778296012,4,8.23785484271866e-14,0.697530477383884,1.29847915684457e-11
NACA,67.127441150208,4,9.15933995315754e-14,0.814622844400745,1.43486960554526e-11
UQCRB,67.0473947506203,4,9.52571355128384e-14,0.293524519800951,1.48276710774984e-11
LYAR,67.0349762628144,4,9.5812247025151e-14,0.452273767190665,1.48276710774984e-11
HDAC7,66.9328218798707,4,1.00697228333502e-13,0.371549306058525,1.54897814788914e-11
RPS3AP6,66.0543748393136,4,1.54321000422897e-13,0.745649896875587,2.35963278191537e-11
GAPDHP63,65.4743025076922,4,2.04392058833491e-13,1.12805096787454,3.10663763232929e-11
AC090589.1,65.2944469950865,4,2.23043805647194e-13,0.139350743053892,3.3700731226042e-11
RPL35A,64.9144618585994,4,2.68229882749438e-13,0.359638480227988,4.02897062118053e-11
ARHGDIB,64.6223201281546,4,3.09086090055644e-13,0.550971364146919,4.61550485939816e-11
RPL37P6,64.5789297044605,4,3.15636405900932e-13,0.305675165486909,4.68591606086064e-11
RPL22P1,64.5583648004744,4,3.18745030369882e-13,0.286246796156275,4.70471349739592e-11
AC097523.1,64.4513677481504,4,3.35731442646647e-13,0.337485861936416,4.92695539539203e-11
RPL10,64.350533457311,4,3.5260683262095e-13,0.301428660216812,5.14503741198626e-11
ADAMTS10,64.2564966503063,4,3.69038133385402e-13,2.59366073422945,5.35419814545241e-11
RPLP0,63.6216324275489,4,5.02042851735496e-13,0.711862008419871,7.24274814636491e-11
PGM2L1,63.4767201745549,4,5.38569189245663e-13,2.0002961658459,7.72604732999327e-11
KLF6,63.4459498683111,4,5.46673817325427e-13,0.493925246244123,7.79850051698591e-11
Z97353.1,63.2894451632091,4,5.89750470680883e-13,0.589299562572822,8.36626570490908e-11
IRF1,63.1774848412755,4,6.22613072209788e-13,1.10923237050292,8.78366010987676e-11
IL7R,63.0365849542708,4,6.66688926287407e-13,1.69500084964047,9.35379216085106e-11
SRGN,62.8310598378511,4,7.36521954536329e-13,0.302542406926822,1.02770973273689e-10
RPL18,62.7429386718626,4,7.68607399947996e-13,0.436611035311695,1.06665162813435e-10
RPL15,62.4513089114679,4,8.852918398361e-13,0.665801377889317,1.22194200703864e-10
EFHD2,62.4374797581047,4,8.91176021866613e-13,0.99555055413022,1.22345052249269e-10
RPS20,62.326356637064,4,9.4046992415997e-13,0.142053376968063,1.28421922531684e-10
GBP5,62.2958461279386,4,9.54458734270247e-13,1.79913997857898,1.2963884989144e-10
EVL,62.2433611713111,4,9.79105685416926e-13,1.23995962244612,1.32282876598525e-10
RPL26,62.0098900485366,4,1.09634523681734e-12,0.292919109081137,1.47343029590162e-10
AP001324.1,61.9951306486947,4,1.10422782029218e-12,0.674707851529958,1.47625431367334e-10
ANXA1,61.973112695606,4,1.11599618435321e-12,0.574983168199002,1.4842168003885e-10
CCDC88A,61.9206917417825,4,1.144750960691e-12,1.05768238202855,1.5145707658676e-10
AC067942.1,61.6031867092352,4,1.33504318711175e-12,0.602595406654606,1.75723339087106e-10
RFLNB,61.5894163576714,4,1.34392497130875e-12,1.98507932367573,1.75985252012149e-10
SNORD3B-1,60.8967156000698,4,1.87949655838793e-12,0.689970233592949,2.44861962338958e-10
TRBC2,60.4716869080025,4,2.30881980201048e-12,0.304173967419848,2.99267581950952e-10
RPS15AP24,60.4168778746692,4,2.37088126908702e-12,0.355672278837084,3.0575986467746e-10
RPS7P14,60.2360792212752,4,2.58770782579631e-12,0.313699840243856,3.32045825787482e-10
CHST2,59.4687043920955,4,3.75111053330102e-12,3.46633534693298,4.76977567448439e-10
RPL7AP6,59.4668064753026,4,3.75455222467735e-12,0.18235928219668,4.76977567448439e-10
AL049872.1,58.8326570283425,4,5.10225195426983e-12,0.735785559538948,6.44980216100397e-10
NEAT1,58.7712469750827,4,5.25601784318042e-12,0.308245858057707,6.61144904559665e-10
CD84,58.6837832289847,4,5.48305845171626e-12,2.27670086097688,6.86323027277327e-10
TFDP2,58.3202653074029,4,6.53654907978307e-12,0.197827917700392,8.14198930498833e-10
COX7CP1,58.0768891122587,4,7.35256300288256e-12,0.716246148618358,9.11396583876729e-10
AC244669.1,57.6712140669645,4,8.94517793170735e-12,0.562746469336832,1.10345467867704e-09
RHOH,57.476649895338,4,9.82702808016711e-12,1.20325094389685,1.20640943282244e-09
LIMS2,57.4662245611155,4,9.87665504936786e-12,6.07298643008901,1.20670041476368e-09
CAMK4,57.4270362227614,4,1.00653929635541e-11,0.529142975565869,1.2239038539255e-09
CD1B,57.3887216436083,4,1.02534647439256e-11,1.46520822020895,1.24086361249356e-09
MIAT,57.3588855987509,4,1.04023456515279e-11,0.476675734665666,1.25294290665926e-09
SNHG8,57.3367065562285,4,1.0514478177015e-11,0.302478923273148,1.25959412682051e-09
PHGDH,57.3284984791408,4,1.05562225627409e-11,2.01884824437698,1.25959412682051e-09
AC016739.1,57.0238544546699,4,1.22299947946658e-11,0.509347425962919,1.45252519572926e-09
RPL15P2,56.9739225889747,4,1.25285337659875e-11,0.492296815728759,1.48109310053005e-09
HMGB1P6,56.6215986354544,4,1.48526746457378e-11,1.4604951716213,1.74775597732219e-09
EIF4G2,56.5797364397533,4,1.51559875760654e-11,0.473000828201554,1.77526670988454e-09
AC107983.1,56.2812890862568,4,1.75054415407772e-11,0.502578600142539,2.04110251024541e-09
RPL23P2,56.2422371223709,4,1.78386194704672e-11,0.538533331877787,2.0605777344678e-09
RPL13AP25,56.2418052625824,4,1.78423942287509e-11,0.331994518705343,2.0605777344678e-09
HNRNPA1P30,56.2334357225298,4,1.79145587253515e-11,1.32525986109299,2.0605777344678e-09
SNRPEP6,56.0678436485934,4,1.94056992697256e-11,2.59808712441472,2.22208309799302e-09
NMT2,56.0447050448483,4,1.96236360494595e-11,0.510941578662666,2.2370069041203e-09
RPL41P5,55.9914193534418,4,2.01350047746018e-11,0.849996902495215,2.28509931964204e-09
PPIA,55.6299672204268,4,2.39731567930335e-11,0.76239895202371,2.70864848986774e-09
HIST1H3PS1,55.6079650052333,4,2.42290632002096e-11,0.493473284292443,2.71393426494143e-09
TGFBR3,55.6076737952896,4,2.42325048915859e-11,1.87756848283072,2.71393426494143e-09
CUX1,55.5566908973048,4,2.48361331500746e-11,0.552339060417346,2.76939152832819e-09
SEPTIN9,55.5340884993161,4,2.51084708580152e-11,0.374518830702982,2.78758610156268e-09
AC092865.1,55.3341826520846,4,2.76514366959191e-11,0.351451043316388,3.05662093519608e-09
CCR5,55.2132240643042,4,2.93134405637829e-11,0.883006819446854,3.22637372756982e-09
RRM2,55.0035865774956,4,3.24336113521895e-11,2.22161768866516,3.55447324411227e-09
MTND4P12,54.8520627187282,4,3.48933104632465e-11,0.924937340010347,3.80769522512393e-09
GIHCG,54.5142588684387,4,4.10683709262116e-11,2.00476239847131,4.46247170893963e-09
UGP2,54.4944384514556,4,4.14628331668609e-11,0.58889905834684,4.48624341066015e-09
MTCO3P12,54.3825404349471,4,4.37618830062547e-11,0.701833858157147,4.71501975765702e-09
STOM,54.3455522208996,4,4.45494752199238e-11,1.38730124956122,4.77970945269225e-09
ATP5F1EP2,54.1080968534236,4,4.99541519261015e-11,0.546029726265823,5.3371517549498e-09
U1_ENSG00000277918.1,54.0393933392951,4,5.1636694919921e-11,0.495337174110997,5.49392918658409e-09
S1PR5,53.9531884274256,4,5.38280531259261e-11,1.72161531108462,5.70331674925528e-09
HSPB1P1,53.8624532896447,4,5.62350166433134e-11,0.598460639894285,5.93372376027689e-09
RPL35AP35,53.772265926411,4,5.87339066271397e-11,0.706300953268038,6.17189426223874e-09
AC104978.1,53.6435967309298,4,6.24922336101008e-11,0.340290458729307,6.53991469358166e-09
BACH2,53.4958148088908,4,6.7106098455838e-11,3.299122989056,6.99409887375439e-09
SNHG32,53.1691034680614,4,7.85491671706495e-11,1.44088361053138,8.15346741342494e-09
SMC4,53.0343892669004,4,8.38171754224959e-11,0.356114995676781,8.66506710288839e-09
ETS1,52.93057402352,4,8.81162920407519e-11,0.444522135753233,9.07278031153468e-09
MTF2,52.8563829596911,4,9.13228381804743e-11,0.266056949118964,9.36517539332695e-09
MT1XP1,52.5894467978937,4,1.03854480570931e-10,1.25937456007255,1.06076966455149e-08
RPS16,52.5197805062545,4,1.07398645532442e-10,0.431283538952579,1.09259936799637e-08
THEMIS,52.4555382386039,4,1.10773723527302e-10,1.34045846749489,1.12246310724986e-08
RCBTB2,52.3251141751968,4,1.17954979117485e-10,0.68694458176831,1.19050608370157e-08
IGHV1OR15-1,52.1706074644024,4,1.27066246413676e-10,9.05006074100245,1.27741598510757e-08
HNRNPA1P48,51.8352432466731,4,1.49333323484768e-10,1.1961561563527,1.49538290791512e-08
MTCO2P12,51.7555956550548,4,1.55170432059037e-10,0.574728562161688,1.54776444633888e-08
RPL7A,51.7181610494903,4,1.57992063876122e-10,0.138426864732432,1.56977717940731e-08
MFSD2B,51.5605314430872,4,1.70446323721762e-10,0.518371219339737,1.68695615357954e-08
CALM2,51.2986378933089,4,1.93343008270119e-10,0.869685429338998,1.90618290199903e-08
CHI3L2,51.245174415706,4,1.98381866489683e-10,6.17773348054154,1.94833883108233e-08
GLIPR1,51.1631724153113,4,2.06366479460485e-10,0.816062924604617,2.01899159119673e-08
MT-CO3,51.1346873638323,4,2.09214534585556e-10,0.451706875446948,2.03904318345121e-08
TYROBP,50.9864662312438,4,2.24680052340887e-10,1.31011187888294,2.18144681997131e-08
DIP2A,50.7058094349055,4,2.57159071814783e-10,0.491147154057122,2.48733215863276e-08
GBP2,50.6912280427845,4,2.58969179434132e-10,0.283334240319175,2.49538792333983e-08
HMGA1,50.5985477866411,4,2.70775069033391e-10,0.374369061539802,2.59933886758182e-08
MT-CYB,50.5279141142976,4,2.80132139707234e-10,0.403924695088841,2.67865858619361e-08
GNAQ,50.5204777631305,4,2.81135892343798e-10,0.301480455956262,2.67865858619361e-08
MT-ND3,50.4147248424707,4,2.95804603034355e-10,0.268629008317228,2.8079444380975e-08
RPL24,50.4055477791218,4,2.97113000868876e-10,0.370000763575768,2.80991869525435e-08
HNRNPK,50.3522596311358,4,3.0482538715404e-10,0.673298570120668,2.86833399801453e-08
MT-RNR1,50.347415834711,4,3.05536262956707e-10,0.333888178069736,2.86833399801453e-08
CHST12,50.196646635679,4,3.28510552094485e-10,1.63258015591297,3.07271683067131e-08
RPS15AP12,50.1715279542182,4,3.32502358979525e-10,0.376377132523078,3.09870355348254e-08
MAST4,49.8760739444398,4,3.83252762858888e-10,1.49895013938762,3.55867610894607e-08
PLEKHA5,49.8130540246647,4,3.9504077786745e-10,0.964761313905102,3.65484284885701e-08
TRG-AS1,49.6083026629141,4,4.35896652106749e-10,0.522370506096597,4.01827473341005e-08
CCL4L2,49.5444773907952,4,4.49475012764822e-10,2.98382622120249,4.12854116940638e-08
SET,49.5219036235059,4,4.54377868663869e-10,0.657862832423905,4.15861608470677e-08
RPS28P7,49.3350905765553,4,4.97056285020392e-10,0.623949964931484,4.53297579928418e-08
HMGB1P5,49.3196685874856,4,5.00753327692394e-10,1.25759258612803,4.55043993687732e-08
LCP2,49.226528029527,4,5.2367299385736e-10,0.544234860580836,4.74184038941408e-08
IKZF3,49.1226487782564,4,5.50472556426485e-10,0.314316367559988,4.9668963704418e-08
NDUFA4,49.0269336435574,4,5.76376280037039e-10,0.729950981441848,5.18231278547387e-08
CHMP7,49.0011251107266,4,5.83566861500628e-10,1.88255303369041,5.22855431874335e-08
SEPTIN6,48.9663515257807,4,5.93397109227567e-10,0.298545758421178,5.2980402741699e-08
IFITM2,48.7583471054189,4,6.5574790042433e-10,0.250789050356686,5.83432844506456e-08
RPL11,48.7248558000811,4,6.66381283487283e-10,0.310179249872869,5.90834933119714e-08
RPL11P3,48.6881017958198,4,6.78248790464409e-10,0.23799229203249,5.99276223685421e-08
AL136126.1,48.5284422686347,4,7.32299221262167e-10,0.915318535712142,6.44802090169981e-08
HOPX,48.4564504089309,4,7.58057616678798e-10,4.63881008569506,6.63621099282797e-08
FO393411.1,48.4542207737364,4,7.58869633799009e-10,0.425310730783341,6.63621099282797e-08
CDK2AP1,48.3746297490946,4,7.88432430454122e-10,1.49316425526472,6.87120208588601e-08
HMGN2,48.3561564570087,4,7.95456811530926e-10,2.27467180683483,6.90884002804156e-08
SNRPEP4,48.3453728753219,4,7.99586064026414e-10,1.36009892094248,6.92116276098796e-08
WSB1,48.2433470907994,4,8.39728397927786e-10,2.25450451429329,7.2208639090523e-08
RUNX1,48.2430069949472,4,8.39865510471327e-10,0.514243865433989,7.2208639090523e-08
TIAM1,48.1948590688069,4,8.59505355776946e-10,3.51208904443136,7.36492257039071e-08
CCNI,48.1268396673727,4,8.88034534796134e-10,0.280291670397556,7.58393372776564e-08
BTN3A2,48.1197627607182,4,8.91056561869163e-10,0.3707270401857,7.58437643577636e-08
AC092597.1,48.0455839119626,4,9.23357279525305e-10,1.06865315552506,7.83319871517564e-08
RPL5,47.9499182275774,4,9.66745905550681e-10,0.216173704334109,8.17412473451544e-08
LRRC75A,47.9226818625445,4,9.79466951989139e-10,0.447821214595014,8.25435267955203e-08
RPL22,47.7399062273328,4,1.06926667520213e-09,0.359580672854389,8.98148833923894e-08
RPL23,47.6147137431573,4,1.13547293789651e-09,0.326803279636038,9.50632835055323e-08
MSI2,47.6042707357926,4,1.14117704175243e-09,0.281414403213784,9.52286135985237e-08
SPOCK2,47.448949857996,4,1.22947163561093e-09,0.610069760091925,1.0226240461018e-07
RTN4,47.38421189874,4,1.26825694390931e-09,0.675321292870154,1.05145912541312e-07
PPIAP11,47.3663219061048,4,1.27918886594358e-09,0.659723102874035,1.05709021656535e-07
RPL39P3,47.313038398773,4,1.31230870614729e-09,0.613089201897564,1.0809613810152e-07
FGFBP2,47.2514083346387,4,1.35168565229549e-09,1.44251057435406,1.10981649940081e-07
AC010733.1,47.2403138784773,4,1.35889843821957e-09,0.621752536931034,1.11216255192105e-07
PTMS,47.0681736334463,4,1.47586232124297e-09,1.09308163450395,1.2040301716594e-07
GZMH,46.8812129980701,4,1.61430624423531e-09,1.1391295702333,1.31278057154613e-07
CALM1,46.8700176102388,4,1.62299618189365e-09,0.336760755787325,1.31565738110014e-07
RPL13AP5,46.8277683329317,4,1.65621294456741e-09,0.277841296932837,1.33833536517497e-07
TCF12,46.7217797691704,4,1.74255931906231e-09,0.863537204649518,1.40366726221628e-07
SNRPFP1,46.6785806297742,4,1.77902859110901e-09,1.21625595121027,1.42853758094241e-07
NFATC2,46.5899596353486,4,1.85624526860551e-09,0.548447946001383,1.4858690574872e-07
TUBBP1,46.5820331242887,4,1.86331261531336e-09,2.2722506400172,1.48686523850083e-07
BAZ2B,46.4444049269027,4,1.99039484893859e-09,0.217015440789692,1.58332499899212e-07
HLA-K,46.3391369185776,4,2.09340456081009e-09,1.08258908025969,1.6598164416519e-07
RPS6P25,46.3330188453963,4,2.09955242080895e-09,0.453733978994335,1.6598164416519e-07
RPS3AP5,46.3058963046364,4,2.12702466750869e-09,0.406565530614365,1.67634490385292e-07
RPS11,46.2915461805733,4,2.1417047024741e-09,0.120674675973538,1.68272091008234e-07
5_8S_rRNA_ENSG00000275757.1,46.2679553692032,4,2.16605788860846e-09,0.55219694353549,1.69663460692077e-07
SRP9,46.2057904543912,4,2.23156371159661e-09,0.681220506960431,1.7425987576642e-07
RPS7P11,46.181976606126,4,2.25717800006464e-09,0.258816492531503,1.75722683633081e-07
MYL6B,46.0586886495251,4,2.39455466566341e-09,0.760859231771234,1.8585092215111e-07
RBL2,45.7884280118352,4,2.72559885772239e-09,5.18416921956285,2.10903535854367e-07
SNRPFP2,45.6269216736662,4,2.94484447938004e-09,1.28277560077332,2.27180071845829e-07
GZMM,45.5597074724748,4,3.04119596172825e-09,3.93756362010217,2.33906442417864e-07
H3F3BP1,45.4986112062012,4,3.13150438913112e-09,0.535277473183305,2.40129022752142e-07
P2RX5,45.4388259276753,4,3.22246529460557e-09,2.03464122458544,2.45935289581151e-07
COX7C,45.4362222942606,4,3.22648607831155e-09,0.42161913813114,2.45935289581151e-07
AC115223.1,44.9908864051548,4,3.99334465495116e-09,0.596723622553668,3.03482308821958e-07
PDCD4,44.8845277566965,4,4.20192391992202e-09,2.09780481652743,3.18386134407148e-07
UQCRBP1,44.8344898830287,4,4.30377955495942e-09,1.12478355483373,3.25139085609138e-07
RPS7P1,44.7921401319431,4,4.39190828149805e-09,0.320805919867455,3.30619713871089e-07
SLFN5,44.7872401837208,4,4.40222058806228e-09,0.765984122171625,3.30619713871089e-07
AC027309.2,44.7784152443606,4,4.42085412721838e-09,0.638256025565385,3.31045484277188e-07
RPL5P1,44.6555743256983,4,4.68855254620593e-09,0.196276695155885,3.50064880898738e-07
H2AFY,44.2886761155283,4,5.58831581010111e-09,0.371481140680986,4.16028117233037e-07
IL6ST,44.2543720152555,4,5.68078051266241e-09,1.22506043137822,4.2168235578731e-07
