,waldStat,df,pvalue,meanLogFC,FDR
BLK,1.73389754642611,4,0.784551276405227,0.412820186368907,1
RN7SKP243,1.73371803289642,4,0.784583976315937,34.710428390269,1
AC145423.2,1.7335958086666,4,0.78460624023725,8.33559488668547,1
LINC02150,1.73263150172422,4,0.78478188754285,7.56421928014977,1
SEMA6A-AS1,1.73246014875549,4,0.784813097906304,0.464528561728016,1
CFAP73,1.73239875156987,4,0.784824280737138,4.53315538276181,1
HMGB3P22,1.73217951719734,4,0.784864211465255,0.554615106247128,1
MTRR,1.73182874717747,4,0.784928098316009,0.227047896029411,1
RAB11FIP2,1.73151431585031,4,0.784985365211331,0.161054262122469,1
LGR6,1.73083155260855,4,0.785109711023976,1.03419178605889,1
AC087481.1,1.73071623894276,4,0.785130711461708,0.739809626296805,1
CASC19,1.73032595105039,4,0.785201787645705,2.19911932417713,1
METTL18,1.73004249888862,4,0.785253406385658,0.788023679091745,1
MNDA,1.72855151338172,4,0.785524907072947,64.0000751626716,1
ATP5MC1P4,1.72852993897527,4,0.785528835427082,0.392953848344569,1
RETREG2,1.72832967794163,4,0.785565299438626,0.168369720557066,1
ZNF267,1.72815291821634,4,0.785597483798496,0.316342879004862,1
LINC00265,1.72712705192929,4,0.785784264392024,0.462908891170673,1
AC092017.1,1.72684387091074,4,0.785835820805861,0.330535128756684,1
PRR22,1.72678164618608,4,0.785847149389484,5.1840587971525,1
LINC00271,1.72663402819536,4,0.785874024379753,3.15881614757596,1
AGGF1,1.72660116883082,4,0.785880006637001,0.191308774967533,1
VCAN,1.72622318554353,4,0.785948819789621,1.69522670066826,1
AC025423.1,1.72584756979882,4,0.786017199879782,2.70702984916703,1
PTMAP3,1.72526734074509,4,0.786122825400251,0.328222009861948,1
PPARD,1.72516366051452,4,0.786141698947315,0.296996971008499,1
LINC00471,1.72511251783033,4,0.786151008705794,14.5932972340403,1
AC021424.4,1.72452722533414,4,0.786257549721701,3.57749187322147,1
SMARCD3,1.72449430461159,4,0.786263542145532,2.45051805654721,1
NFE2L2,1.72448109512718,4,0.786265946609261,0.163247564356454,1
CNOT7P1,1.72413052611968,4,0.786329758199746,0.434933497589668,1
NUDT9,1.72402725689092,4,0.786348555224025,1.19240763718985,1
HPN,1.72383409867133,4,0.786383713389835,1.39869874931242,1
ADARB2,1.72374184388486,4,0.786400505178529,0.915010776407386,1
AL445305.1,1.72369875781158,4,0.786408347463389,0.536624130516799,1
ARMCX5-GPRASP2,1.72359897383,4,0.786426509478812,2.47261435039541,1
C1GALT1C1,1.72279361036658,4,0.78657309104546,1.99415609270782,1
RPL32P33,1.72245870880062,4,0.786634042588774,1.17972386042516,1
LASP1,1.72241765319264,4,0.786641514529906,0.084574754497066,1
MTND2P29,1.72216343476433,4,0.786687780621692,0.472108430590541,1
NCBP2AS2,1.72215580237685,4,0.786689169651646,0.433178538682867,1
PSAT1,1.72189839154098,4,0.786736015745179,0.29253325312618,1
NRAS,1.72185365784802,4,0.786744156712515,0.560772580066421,1
FMO4,1.7213591650523,4,0.786834146197231,0.820159596011994,1
AC134407.2,1.72093326106304,4,0.786911650770553,0.128945683697767,1
EFTUD2,1.72086293315587,4,0.786924448548869,0.534349318359173,1
RNF212,1.72007511752174,4,0.787067804707856,33.2918465158764,1
POMK,1.71988859749211,4,0.787101743785497,0.365688405223287,1
INVS,1.71921117899671,4,0.787225002127674,0.32763477174478,1
FDPSP5,1.7185356085032,4,0.787347917429824,0.304090444071266,1
THAP9-AS1,1.71851202210983,4,0.78735220868555,0.223075732610075,1
TATDN1,1.71841577785901,4,0.787369719063639,0.658493137264944,1
SCART1,1.71789000600562,4,0.787465373911953,1.85087672819203,1
PRORP,1.71787307040515,4,0.787468454974994,0.481309831213739,1
SDHAF1,1.7178187125343,4,0.787478344174783,1.72503918431072,1
VTI1A,1.71748177032561,4,0.787539642294118,0.514216289672703,1
POTEM,1.71730559937954,4,0.787571691469254,0.909892953126307,1
AC040162.1,1.71727414871499,4,0.787577412953232,0.389614386019469,1
HBEGF,1.71691661760302,4,0.78764245373357,0.422702493579745,1
PARP4P1,1.71647271442048,4,0.787723204343923,0.627416086181309,1
GAL3ST3,1.71601295438326,4,0.787806836360221,6.00179848975017,1
MYO7A,1.71584813927761,4,0.787836816050605,0.667734897408687,1
MRPS25,1.71534412391385,4,0.787928493363198,0.232307051815301,1
STX18-IT1,1.7150232061236,4,0.787986864349607,1.0338542716469,1
WDHD1,1.71491983563772,4,0.788005665834264,0.30939763678517,1
HIF3A,1.71446652406505,4,0.788088114254972,3.45399065302766,1
AC007016.1,1.71429330795914,4,0.788119618021556,0.327082769912983,1
AL589655.1,1.71313865445749,4,0.788329609575442,111.503354365843,1
RIMBP3B,1.71250308437585,4,0.78844518914465,4.32061187730697,1
HMGN2P17,1.71212946999277,4,0.788513128719473,6.25216184458612,1
KAT7,1.71208781792444,4,0.788520702770602,0.273172484310372,1
TLK1,1.71108314195106,4,0.788703385944271,0.111041407041835,1
PPM1M,1.71069472939542,4,0.788774007986756,0.162003166898885,1
MPV17L,1.71059828219208,4,0.788791543874363,0.589086710080529,1
PPM1L,1.71058321903296,4,0.78879428262272,0.374761319812451,1
AP000873.4,1.71046158014835,4,0.788816398592294,16.4036237601877,1
LINC00852,1.71018503258859,4,0.788866678684516,10.9233076487409,1
AC023908.3,1.70995742920525,4,0.788908059178718,0.779127985810453,1
HIGD2B,1.70962415075997,4,0.788968650978872,17.6064483702726,1
AC023206.1,1.70954329217034,4,0.788983351243612,0.968550151314001,1
MTM1,1.7093029719039,4,0.78902704138649,0.272355934946177,1
BCHE,1.70830241256019,4,0.789208933129303,7.17917995323534,1
HCG27,1.70819617157903,4,0.789228245772202,0.519454849919052,1
AC093297.2,1.70788783627509,4,0.789284294427779,0.370952773004176,1
SLC11A1,1.70761632938295,4,0.789333647255086,0.639539619241131,1
EIF2D,1.70740094171589,4,0.78937279826419,0.183212484975821,1
HSD17B11,1.70676948351395,4,0.789487574234044,0.235962610098378,1
SEC11A,1.70674652176404,4,0.789491747721838,0.127242442502397,1
FCHO2,1.70606682390512,4,0.789615284692511,0.58578253178676,1
UHRF1BP1L,1.70563461871969,4,0.789693835422696,0.369685144669044,1
IGHV1OR15-2,1.70476949325594,4,0.789851058041195,1.78971034285032,1
AC087623.3,1.70476946503918,4,0.789851063168946,12.1855309671564,1
AVPI1,1.70425678641293,4,0.789944228696276,20.2684231971527,1
PAXIP1-AS1,1.70410068462769,4,0.789972595167282,0.246037020522615,1
AC010326.3,1.70405808965465,4,0.789980335364781,1.71606213266128,1
HSPD1P2,1.70264747070956,4,0.790236651505807,0.278605560526124,1
DGCR6,1.70254134599926,4,0.790255933593373,0.673076190993256,1
SMIM20,1.70213596251764,4,0.790329587175686,0.18691359256195,1
MRPS18CP4,1.70205453476436,4,0.790344381360271,1.43517424883899,1
AL133163.1,1.70190161831185,4,0.790372163669503,0.386089111584749,1
CCDC84,1.7018696899351,4,0.790377964463615,0.550987429715227,1
AC011503.2,1.70166393833719,4,0.790415345325189,0.880024571995255,1
IL17RE,1.70154409079975,4,0.790437118863406,7.40466377042387,1
FAM234B,1.7012322893943,4,0.790493764927467,1.1567053640544,1
BX664615.1,1.70106834243475,4,0.790523549129426,1.35608223382019,1
CRYBB2P1,1.70070222340143,4,0.790590060330712,0.187276453278262,1
FES,1.700538762197,4,0.790619754902254,1.08693003261463,1
SMC1A,1.70024904448748,4,0.790672384341863,0.383516029763067,1
RNU6-1228P,1.70015654954374,4,0.790689186473429,0.672258643657258,1
AL158077.1,1.69966636945682,4,0.790778227649988,0.349060438616684,1
CCDC78,1.69965338087403,4,0.790780586972682,0.915614365301522,1
TUBB2B,1.69954996233747,4,0.790799372428282,1.67741767305474,1
EFHC1,1.69845755091812,4,0.790997792952959,0.279857090052224,1
TMEM164,1.69817590632269,4,0.791048946449599,0.2564658882741,1
ESPL1,1.69784306640631,4,0.791109396608857,0.570239898250229,1
AC117409.1,1.69760091961309,4,0.791153374019856,0.987502757460003,1
DLG3,1.69747703512674,4,0.791175872893811,0.500325887588431,1
LINC02615,1.69733087532616,4,0.791202416906391,9.06686513353719,1
LRRC37A7P,1.69682933579326,4,0.791293498633676,1.11305136962098,1
RABEP1,1.69661769816395,4,0.791331931709738,0.326164469952534,1
TTC22,1.69619789847242,4,0.7914081645516,0.671046271531981,1
AC130289.1,1.69617110522488,4,0.791413029930541,100.494943947263,1
RTN3,1.69607668626552,4,0.791430175352058,0.17705792087177,1
XPO7,1.695719321902,4,0.791495067389005,0.305314841103415,1
RPS27AP7,1.69542768114608,4,0.791548023457652,220.668844440812,1
LINS1,1.69495385018955,4,0.791634058627105,0.141323738693603,1
FKBP4,1.6948447083776,4,0.791653875373932,0.168416245715626,1
TRIM52,1.69419237017092,4,0.791772315570799,0.15472378270941,1
AC107884.1,1.69376811762663,4,0.791849340209161,33.5593818100316,1
RNU6-807P,1.69334786959837,4,0.791925634900334,5.83794464253281,1
HSP90AA4P,1.69329931844426,4,0.791934449020759,0.599767670763595,1
EXOSC7,1.69270928662085,4,0.792041562047392,0.267295374160427,1
INTS1,1.69254629237847,4,0.79207115063838,0.160356045225961,1
POFUT1,1.69182176212374,4,0.792202670404967,0.91360799068976,1
FBXL8,1.69136748071342,4,0.792285129044184,0.378222541207106,1
CYSTM1,1.69048854460757,4,0.792444658937752,0.318211278125158,1
NBPF2P,1.69046661259191,4,0.792448639509248,0.774663980411629,1
RALBP1,1.69015079950707,4,0.792505957411085,0.387060235748232,1
RPL15P21,1.6896720582648,4,0.79259284248772,0.490278429626599,1
SCGB3A1,1.68964509133641,4,0.79259773650783,0.632298162399026,1
LARP1,1.68957309736563,4,0.792610802079647,0.0951640745563792,1
UNC5CL,1.68954491985513,4,0.79261591575221,2.40109501897132,1
CKAP2,1.68952047776799,4,0.792620351507042,0.254017477874192,1
ENPP5,1.6894689347196,4,0.792629705517049,0.63128329398344,1
ZNF576,1.68942197008419,4,0.792638228600079,0.492380983357798,1
CCDC124,1.68929930444611,4,0.792660489632403,0.234396071783292,1
AC022364.1,1.68922162870235,4,0.79267458588904,8.91214365170066,1
SUCLG2,1.68897731696952,4,0.792718921864546,0.186716702993458,1
TMEM187,1.68893788572611,4,0.792726077475909,0.367038515656071,1
HTRA2,1.68846686354564,4,0.792811552143105,0.227378813624308,1
BNIP3,1.68828919661766,4,0.792843791744449,0.254193838490752,1
ASTL,1.68816364765452,4,0.792866573653951,1.41428524524846,1
RMND5A,1.68746732407655,4,0.79299292259252,0.179396698125259,1
CLEC4A,1.68685112008556,4,0.79310472691988,2.20879717610325,1
CELSR1,1.68626541593769,4,0.793210991414615,3.80466223391748,1
AC020910.5,1.68493219037473,4,0.793452857354618,3.49327322956358,1
RPL36P16,1.68458627826776,4,0.793515605774884,0.765064183454311,1
AC108479.3,1.68445418724151,4,0.793539566537344,23.8046007717738,1
IGHV1-3,1.68438796157792,4,0.793551579485555,26.1577112613673,1
BTG1P1,1.68427000361265,4,0.793572976186239,2.36674525631248,1
CD274,1.68413273778387,4,0.793597874892444,10.800181140182,1
TTC19,1.6839518606412,4,0.793630683783703,0.169482057984141,1
EEF1AKMT1,1.68384454626004,4,0.793650149030696,0.472057354151391,1
ABCA11P,1.68362086778419,4,0.793690720378885,0.584424159388311,1
PSMC2,1.68304271669374,4,0.793795582883666,0.139292539263418,1
PPP1R21,1.68291718412391,4,0.793818350675787,0.193647066159712,1
VPS52,1.68282754147542,4,0.793834608962413,0.193785548037401,1
AC024060.2,1.68279531315369,4,0.793840454107467,0.310610937270067,1
KIAA0355,1.68250406150566,4,0.793893276658536,0.771630132336905,1
AL359198.1,1.68233606144888,4,0.79392374515341,41.3818955483252,1
SPG21,1.68228838286625,4,0.793932392054431,0.441456889939019,1
PHF7,1.68226452742136,4,0.793936718419911,0.489298444688376,1
GFPT1,1.68203596996033,4,0.793978168551163,0.460094828184302,1
RPL7P46,1.68076736537526,4,0.794208220552687,34.331085065485,1
HAPLN3,1.68044532843411,4,0.794266615150131,0.548075641201531,1
EIF4G1,1.6803855133527,4,0.794277461154945,0.317486992753102,1
IMMP1LP1,1.68020732618704,4,0.79430977068184,1.92921220002599,1
TUBB4BP2,1.67926051713299,4,0.794481440248744,8.96728778297667,1
AC234031.1,1.67847839397418,4,0.794623238282303,172.911616466585,1
ZNF493,1.67830816007861,4,0.794654100086239,0.190576928082651,1
JMY,1.67816504360694,4,0.794680045366737,0.95006857408452,1
TIGD2,1.67790653006742,4,0.794726909833465,1.45707369879108,1
AC004263.2,1.67744932171483,4,0.794809791718635,29.7140327718563,1
UBE2F,1.67741123794952,4,0.794816695308937,0.243535169428576,1
ZNF76,1.67726719970515,4,0.794842805445656,0.195377315369214,1
MRS2,1.67726493815684,4,0.794843215398722,0.238462345600975,1
AC008494.1,1.67610752342834,4,0.795053009374736,0.20877643951223,1
SSTR2,1.67583511363353,4,0.795102383198404,0.179023959741045,1
INTU,1.67572060988658,4,0.795123136424462,4.73203260171935,1
AL928711.1,1.67547111909012,4,0.79516835457534,5.54083891431906,1
ADIPOR2,1.67531342669597,4,0.795196934458823,2.5004262747349,1
ARL3,1.67505407534759,4,0.795243937876877,0.822283147703272,1
COX20,1.67500179186154,4,0.795253413306388,0.110933269126567,1
MRPS34,1.67452752549189,4,0.795339363250754,0.422957085568882,1
GGA1,1.67444437803108,4,0.795354431420489,0.380012800061608,1
CFAP44,1.67439700401101,4,0.795363016592422,3.10979288276998,1
KPNA1,1.67401380420747,4,0.795432459027369,0.165384065940134,1
TIGD1,1.67312596053786,4,0.795593341701151,0.497417666478883,1
AC007066.2,1.67308039250057,4,0.795601598530653,0.518905000505482,1
Y_RNA_ENSG00000200135.1,1.67228640433998,4,0.79574546155727,0.629033026017756,1
ZNF274,1.67222387358851,4,0.795756791053682,0.736011772389727,1
NEK10,1.67198342071061,4,0.795800356331536,1.79803774413398,1
RYKP1,1.67125369150475,4,0.795932562451541,30.1035113257124,1
FRAT1,1.67018221322896,4,0.796126666555173,0.264383855262612,1
ACTR6,1.6701446014389,4,0.79613347976243,0.706877182948124,1
AC008677.2,1.66998762772135,4,0.796161914574842,0.405538561598652,1
NEU4,1.66990499122768,4,0.796176883484413,0.690892113397011,1
FIG4,1.66976360797979,4,0.796202493593552,0.217313199159563,1
GPR108,1.66932974482461,4,0.796281081168703,0.641155241969236,1
ATP5PBP1,1.66917362193285,4,0.796309359580907,6.15112911210193,1
RFX2,1.66858216464039,4,0.796416485788143,0.680263220101845,1
ATP5PDP2,1.66853869599554,4,0.796424358688523,0.386173925543184,1
FNBP4,1.66767335993762,4,0.796581078476315,0.0880001112443933,1
RANBP10,1.66716095119147,4,0.796673873731768,0.190639527100553,1
TMCO1-AS1,1.66696076190514,4,0.796710125953565,1.10390770876979,1
RNF208,1.66692014422874,4,0.796717481308758,0.938603305844454,1
GGCX,1.66664228785187,4,0.796767796836444,0.189105375758738,1
AL450352.1,1.66642181145631,4,0.796807720734891,6.86903459129579,1
JAK3,1.66618754368777,4,0.796850141011811,0.124943285160941,1
JKAMP,1.66558928199176,4,0.796958467344108,0.208341856097895,1
HDAC6,1.66555753986717,4,0.796964214660541,0.824961312410892,1
PABPC1P9,1.66540593941437,4,0.796991663603063,0.302298915692363,1
SNORD11,1.66521179756533,4,0.797026814526507,0.437203188121288,1
AL121987.2,1.66485502464683,4,0.797091409307515,24.4241456264482,1
SMIM11A,1.66468000763829,4,0.797123095801251,0.575491930988301,1
SNRPEP7,1.66456995022072,4,0.7971430211996,1.51399261886888,1
BAHCC1,1.66451862718899,4,0.797152312927145,601.597550598084,1
LINC01347,1.66441993691026,4,0.797170180076038,0.364934131708942,1
AC058791.1,1.66432107391592,4,0.797188078315595,0.692632184939777,1
MPP7,1.66424096023414,4,0.797202582032967,0.266396403996447,1
AC007559.1,1.66413205928367,4,0.797222297186659,0.294367021491044,1
COLGALT2,1.66338859887747,4,0.797356885592618,8.0101036656123,1
GZF1,1.66335827522882,4,0.797362374858587,0.401838047158451,1
AC108449.2,1.66304428179995,4,0.797419213777485,1.29279954092009,1
PPIAP66,1.66297910879314,4,0.797431011133044,1.40168536902748,1
MIR4422,1.66295533643242,4,0.797435314290776,5.4960438431492,1
PCOLCE-AS1,1.66293950614595,4,0.797438179806898,199.109636060109,1
COX20P1,1.66224426626498,4,0.797564023976092,0.160321406678005,1
AC093865.1,1.66216817291007,4,0.79757779696347,3.64162056197445,1
AL392003.1,1.66203089327895,4,0.797602644469906,3.44438417345595,1
AL513534.1,1.66104403087785,4,0.797781255579045,0.403057267223308,1
CD2BP2,1.66103583939634,4,0.797782738070842,0.150026456329169,1
TCP1P3,1.66090939511156,4,0.797805621761293,1.02411793055714,1
WDR25,1.66089132056914,4,0.797808892839807,0.760951381407701,1
AL445524.1,1.66049189531866,4,0.797881178127554,2.9191056578926,1
C1QTNF4,1.66042499818048,4,0.797893284431947,155.859717306055,1
RNU6-268P,1.66033953376593,4,0.797908750716236,8.08897717855297,1
PPP1R13B,1.65991637010916,4,0.797985327606597,0.301755931292719,1
RDH10,1.65973172825812,4,0.798018739877489,0.363413995451569,1
ZNF521,1.65959484347059,4,0.798043509756097,1.94556995594914,1
TDRD1,1.65952760640118,4,0.798055676459543,31.5497086613527,1
Y_RNA_ENSG00000206846.1,1.65948161847974,4,0.798063998032123,1.2610406150346,1
AL162274.3,1.6585032471237,4,0.798241026254074,154.004834522558,1
AC027796.2,1.65841686657249,4,0.798256655246126,9.27751361892732,1
DAP3,1.65836364072334,4,0.798266285427712,0.418123262726827,1
AC007383.1,1.65752202207326,4,0.798418552919779,0.463023135791928,1
AL603824.1,1.65744782831692,4,0.798431975582478,9.60649400886898,1
AC060766.7,1.65682056371058,4,0.798545452191625,0.471164657804219,1
MPST,1.65666470471375,4,0.798573647045074,0.597689381582422,1
AL096829.1,1.65662935667036,4,0.798580041433922,0.626095524842741,1
RNU6-1053P,1.65623350548847,4,0.798651648503514,1.54514301071825,1
C2CD3,1.65609081556565,4,0.798677459521037,0.798674628200822,1
AC062029.1,1.6559274684788,4,0.798707006719953,1.07770068284789,1
AC036176.2,1.65585241167729,4,0.798720583275409,0.625867829754487,1
TMEM200B,1.65524762648025,4,0.798829975221038,2.13482719230783,1
SSH3,1.65517871920089,4,0.798842438550402,0.435789067667651,1
GALM,1.65440693849044,4,0.798982025191773,0.254738794905139,1
PER2,1.65435661803368,4,0.798991125914496,0.398364780210636,1
AC108863.2,1.65430394936586,4,0.799000651272457,1.68441029714604,1
MGAT4B,1.65367354225914,4,0.799114659072136,1.07556540790273,1
SEC61G,1.65355639173544,4,0.799135844669283,0.0716719041768374,1
LINC00173,1.65339372400478,4,0.799165261204441,2.66930171429537,1
MRPS18A,1.65267384530647,4,0.799295436727758,0.663609529775319,1
EGLN1,1.65264287855004,4,0.799301036219503,5.13969825236016,1
ARMC12,1.65260037491121,4,0.799308721811515,0.780093817445902,1
KATNAL2,1.65207147910525,4,0.799404354923487,3.23321333749659,1
SLC35A2,1.65188882944578,4,0.799437379767,0.362583315701954,1
ZNF658B,1.65154969013973,4,0.79949869778208,1.80945943046913,1
PPM1A,1.6511803861013,4,0.799565467230482,0.242131247391849,1
AC026356.1,1.65116835736807,4,0.799567641958163,0.575308340939171,1
INTS8,1.651132387181,4,0.79957414515028,0.138085136800188,1
SMC1B,1.65072695382116,4,0.799647443338146,7.28938314896619,1
RNU6-32P,1.6503967515699,4,0.799707138191428,3.41987326708508,1
YWHAZP3,1.64972657347889,4,0.79982828837275,4.47162127200419,1
TRRAP,1.64954689203991,4,0.799860768481817,0.43600218845195,1
IL6STP1,1.64927483378104,4,0.79990994590344,9.13765001320927,1
AC007098.2,1.64906032612882,4,0.799948719438363,3.24044484816881,1
PODXL2,1.64882051619499,4,0.799992065463525,0.952257577927721,1
HELZ2,1.64841220401021,4,0.800065865989857,0.140293627263302,1
TDP2,1.64797480809576,4,0.800144919699786,0.15038449714082,1
MTFR1,1.64793906826089,4,0.800151379054095,0.938928002212457,1
AC245100.4,1.64767591553818,4,0.800198938578018,0.432044082280908,1
AP003072.3,1.64759423263292,4,0.800213700836411,4.77214837366768,1
VHL,1.64756454322217,4,0.800219066465139,0.338258735151225,1
HLA-F-AS1,1.64756123529759,4,0.800219664289865,9.84337696666495,1
AC109329.1,1.64755638634333,4,0.800220540616823,100.329855722206,1
AC007485.2,1.64713164067774,4,0.80029730098653,0.469669528277147,1
KLHL21,1.64701811270499,4,0.800317817259516,0.717263189627682,1
TRAJ20,1.64573662680448,4,0.80054938439039,1.55724817448305,1
LRRFIP1P1,1.64561039115611,4,0.800572193705227,0.170309081717377,1
DLAT,1.64505380007887,4,0.800672759546522,0.235566443368917,1
RNU7-57P,1.64434467253893,4,0.800800877191487,3.26724352238752,1
DUTP8,1.64424897093362,4,0.800818166790877,0.718947445945296,1
RN7SL713P,1.64415675518412,4,0.800834826460853,159.287072196685,1
TNK2-AS1,1.64371485112671,4,0.800914658408829,5.7347319114975,1
ESYT2,1.64365986722589,4,0.800924591229537,0.0836130562889531,1
TUBBP6,1.64334629779509,4,0.800981236295752,0.763812434563004,1
SPDYE3,1.64331026987781,4,0.800987744471809,83.0987008518149,1
CMSS1,1.64325289272399,4,0.800998109176578,0.339814201705546,1
GUCY1B1,1.64305434078097,4,0.80103397543246,97.6653062698426,1
RN7SL735P,1.64299416630493,4,0.801044845146453,0.982522844413117,1
ZNF652,1.64293231306473,4,0.801056018032665,0.100507016295194,1
NRADDP,1.64245220734405,4,0.801142739577737,11.472904134777,1
AP001059.2,1.64208895882481,4,0.801208350183596,0.992172375964326,1
AL132709.8,1.64194435946521,4,0.801234467259422,7.85516180038809,1
GRAMD1C,1.64148260400146,4,0.801317865302839,4.92697345542009,1
AC009237.14,1.6412363932459,4,0.801362331916321,0.686077664595598,1
AC006254.3,1.64113497120449,4,0.801380648780835,3.96373628271132,1
ILRUN,1.6409204403953,4,0.801419392468415,0.182480445935229,1
KLHL9,1.64078136998847,4,0.801444507724328,0.209091489535676,1
AC027559.1,1.64075247396043,4,0.801449726120423,0.356517341014921,1
RNA5S17,1.64023159894749,4,0.80154378923139,28.324767727237,1
PSMC3,1.63984102003025,4,0.801614319072967,0.136075042615676,1
INTS9,1.63982029370858,4,0.801618061699922,0.530618383783138,1
AL357084.1,1.63928223458617,4,0.80171521800115,0.196353811567619,1
PRKAR1B,1.63767141107276,4,0.802006046882736,0.22737464459105,1
AC024084.1,1.63696888301397,4,0.802132869798367,130.7357114579,1
METTL21A,1.63671708362179,4,0.802178323134964,0.192811409107801,1
PNKP,1.63660297948663,4,0.802198920120251,0.490512786003127,1
AIMP1,1.63592070732276,4,0.802322071906857,0.128437043589948,1
AKR1B1,1.63592036956699,4,0.802322132870283,0.154438029304196,1
RPSAP47,1.63526082970944,4,0.802441172528628,3.50538878046586,1
NPM1P33,1.63525152941828,4,0.802442851065883,11.7709778526433,1
AP3D1,1.63513757142879,4,0.802463418316175,0.10169036036303,1
TAS2R14,1.6351153953341,4,0.802467420649216,0.657781647437042,1
Z82190.1,1.63499822961455,4,0.80248856650882,0.761830886491055,1
RPSAP4,1.63489460691083,4,0.802507267918694,2.31766210851264,1
Y_RNA_ENSG00000206706.1,1.63475904915925,4,0.802531732511196,1.80158466768337,1
ARMH4,1.63449440931044,4,0.802579491943943,1.41540716662159,1
SPG7,1.63449327263,4,0.802579697077096,0.079438427952347,1
AL358472.2,1.63384834587331,4,0.802696080779084,5.27581899850082,1
TAMM41,1.63383246328019,4,0.802698946851206,0.248337665189654,1
Z69706.1,1.63365467507028,4,0.802731029036906,0.716416674698926,1
RAB1B,1.63304676593905,4,0.802840722442263,0.213685571204483,1
ZNF681,1.6330330482732,4,0.802843197622998,0.2945661283322,1
PMM2,1.63297838839655,4,0.80285306027422,0.941495759290745,1
DHX58,1.63174900477296,4,0.80307487025136,1.48871364817805,1
ATP6V1G2,1.63140191700239,4,0.803137487556769,63.2371671814345,1
RIMBP3C,1.63088878973978,4,0.803230055165869,1.90156215306656,1
KCND1,1.63079791875823,4,0.803246447633741,6.60129224786514,1
ZNF91,1.63078421553727,4,0.803248919581068,0.147400871143643,1
DCAF13P3,1.63034755167597,4,0.803327688108547,0.267192607398766,1
SPAG16,1.62993959568555,4,0.803401274583487,0.577070455600774,1
AL592435.1,1.62978824742552,4,0.803428573683756,0.680267644377356,1
IFRD2,1.62954464614873,4,0.803472511727801,0.298858316453558,1
GUSBP9,1.62947311628101,4,0.803485413245565,0.300385120888607,1
EZHIP,1.62946040725333,4,0.803487705504261,2.03230240311839,1
RN7SL25P,1.62896098092819,4,0.80357778170967,0.781369021927501,1
FGD4,1.62879019468498,4,0.803608583429675,0.75338483995282,1
LRRC6,1.62877917260247,4,0.803610571268841,3.49406343090257,1
MMP21,1.62873532417704,4,0.803618479333838,3.35939485215384,1
CFAP53,1.62860497801415,4,0.803641987035309,0.926976976106812,1
KYAT1,1.62769666066749,4,0.8038057907647,3.50576168374385,1
FN3K,1.62743284974881,4,0.803853362594356,4.58455889899788,1
SNX29P2,1.62735662785121,4,0.803867107076944,18539.0444314293,1
ICE2P2,1.62723481194986,4,0.803889072910982,3.15590759058978,1
APOLD1,1.62721439392317,4,0.80389275465801,0.221312029463701,1
AP000533.2,1.62720893675299,4,0.803893738685048,0.760032789326607,1
AC008716.1,1.62589147531348,4,0.804131282919278,1.92734886211182,1
AC008969.1,1.6258616732598,4,0.804136655948009,0.618117853149621,1
SNHG7,1.62575727193842,4,0.804155478374614,0.122620143737605,1
KLRA1P,1.62575035295698,4,0.804156725783979,4.06867568767568,1
BTBD10P1,1.62569066469939,4,0.804167486819659,0.522393071047557,1
C6orf136,1.62490344508393,4,0.804309405606102,0.226338542862651,1
BORCS6,1.62419867875493,4,0.804436448897816,0.832932798982489,1
TLR3,1.62330835771746,4,0.80459692602736,36.0410780231476,1
GRK3,1.62329453534497,4,0.804599417329184,0.176450812137396,1
AC083949.1,1.62316032981896,4,0.804623605911899,10.6049687349135,1
HEMK1,1.62307098040442,4,0.804639709627795,0.282423529428396,1
FOXO6,1.62287371217557,4,0.804675263287112,2.22920159854105,1
FTSJ1,1.62284027989274,4,0.804681288707792,1.04179007017675,1
LINC01619,1.62259073903428,4,0.804726262122579,1.83422285793076,1
GALK2,1.62251725971364,4,0.804739504658998,0.689170680526447,1
AC244131.2,1.62242286704514,4,0.804756516059405,71.3699847289056,1
SH2B1,1.62224542629519,4,0.804788493838513,0.183178238055311,1
AC113410.3,1.62213343934398,4,0.804808675412681,6.60090827620527,1
COPZ1,1.6220827303038,4,0.804817813785936,0.12310095407484,1
HRAS,1.62176881131958,4,0.804874384525528,0.264983428956635,1
NIPSNAP3B,1.62160389450891,4,0.804904103038898,0.466063676229474,1
PAQR6,1.62142284325947,4,0.80493672836897,0.715106757704396,1
PLAC8L1,1.62120417592569,4,0.804976131176211,6.68453375684742,1
PIGQ,1.62100129959875,4,0.805012687619434,0.403549387142706,1
SLC9A9-AS1,1.62083725254261,4,0.805042246752197,8.51142112692279,1
ICA1,1.61970316202054,4,0.805246579493947,1.02999984837296,1
HSPD1P1,1.61947018675449,4,0.805288552032982,0.747452102819165,1
AC007384.1,1.61925576961948,4,0.805327180146637,0.402598231861479,1
AC105402.1,1.61862957680674,4,0.805439985736439,5.23497459718904,1
RNU6-181P,1.61862306922285,4,0.805441158002367,0.936966229968574,1
AC091938.1,1.61846580285741,4,0.8054694874448,3.67659029212527,1
AC012291.3,1.61821051988957,4,0.805515472155324,0.479900698100801,1
AL133372.1,1.6181436985045,4,0.805527508617094,5.85912339467066,1
AL591926.2,1.61801759019441,4,0.805550224108158,2.25881260471666,1
GDPGP1,1.61756609864877,4,0.805631547079064,2.46907862062387,1
IKZF5,1.61730572565086,4,0.805678443671512,0.245519113401099,1
