,logFC,p.value,FDR
KIAA0513,-0.000231495342495554,0.978064687700577,0.999960952824732
AC010186.3,0.000522546516703297,0.978344762172596,0.999960952824732
NOL12,0.000200768674381604,0.978362216625816,0.999960952824732
RNF144A,0.00083756018613953,0.97839215288921,0.999960952824732
UBFD1,-0.00177933002830012,0.978393523372925,0.999960952824732
RDH5,-0.00128317821346455,0.978468865384729,0.999960952824732
TASOR,-0.00401216788170645,0.978485127273213,0.999960952824732
NBPF25P,0.000785136425332358,0.978499732296717,0.999960952824732
ZC3H13,-0.00138780168589461,0.978525828444416,0.999960952824732
CAMTA2,0.000623152366305426,0.978552739266863,0.999960952824732
FP671120.4,-0.00150165385794207,0.97856891280027,0.999960952824732
CSTF2,0.000379537705984227,0.978576437891101,0.999960952824732
MBD2,0.00229486359554126,0.978577228434667,0.999960952824732
FBF1,5.57254434973846e-05,0.978678266166683,0.999960952824732
PECR,-0.000928871764917083,0.978744085110713,0.999960952824732
XPO4,0.00330349838331819,0.97881353563977,0.999960952824732
CKMT2-AS1,0.00167810145441139,0.978880291416852,0.999960952824732
ZFYVE21,0.000283783790405228,0.978927805256043,0.999960952824732
AC034193.1,-9.71561740757291e-05,0.978928243237505,0.999960952824732
IGIP,-0.000425016303181274,0.978961178805123,0.999960952824732
RN7SL546P,0.00234047261029451,0.978990745894171,0.999960952824732
AC011043.1,0.000358610671728826,0.979019141709169,0.999960952824732
SNX30,-0.000147611722260383,0.97903796938287,0.999960952824732
BX284668.6,0.000110414373609603,0.979061649111325,0.999960952824732
HSP90AA5P,-0.000306146536566095,0.979084148194604,0.999960952824732
AL596087.1,0.000661719095372504,0.979116082028065,0.999960952824732
AC108673.3,0.000704501466806602,0.979181091927461,0.999960952824732
MPHOSPH8,0.0113266560506559,0.979261178991551,0.999960952824732
CETN2,-0.00100856771386693,0.979280191577185,0.999960952824732
RPL30P4,-0.00396100032355719,0.979316488094288,0.999960952824732
AC240274.1,-0.00210418893081762,0.979349231489259,0.999960952824732
DBH-AS1,-0.000403131895818774,0.979366134949605,0.999960952824732
FAM76B,-0.00029550609486842,0.979392957660916,0.999960952824732
GUSBP1,-0.00065604440588445,0.979428377726372,0.999960952824732
GALC,0.00232210899852217,0.979467826270764,0.999960952824732
ITGB1BP1,0.00438106125601131,0.97948605380192,0.999960952824732
NKRF,-0.000900376562948909,0.979506241438617,0.999960952824732
LINC00638,0.000117347783202566,0.979541284231934,0.999960952824732
PRPS1,0.0016448009707313,0.979574044353724,0.999960952824732
RPL34P1,-0.00162348263865499,0.979581573048323,0.999960952824732
TXNDC9,-0.00128428582210426,0.979603683956972,0.999960952824732
ZMYM1,-0.00250668955250835,0.979656920962677,0.999960952824732
JMJD4,0.0012075519511147,0.979735899786489,0.999960952824732
ZADH2,0.00280890638057152,0.979762304136082,0.999960952824732
SLC35F2,0.000805426384152273,0.979810186139046,0.999960952824732
MGMT,-0.00236475649020387,0.979829232561633,0.999960952824732
TRMT10B,1.17454964797614e-06,0.979866314949906,0.999960952824732
CDC42P6,-0.0011091247836557,0.979872182133208,0.999960952824732
KLF3-AS1,-2.67311499980483e-05,0.979874609690117,0.999960952824732
RPL23AP61,0.000301132450645301,0.979904052693197,0.999960952824732
MED20,0.00101071450285303,0.980065059531465,0.999960952824732
TMEM200B,-0.000924454044238378,0.980071042680605,0.999960952824732
CDK5RAP1,0.00169125160609071,0.980077330931407,0.999960952824732
UBE2L6,0.001107947331908,0.98012098740443,0.999960952824732
UQCRC2,-0.000647624191232438,0.980145611444992,0.999960952824732
HMGCS1,-0.00124856466209158,0.980187578347071,0.999960952824732
AMN1,-0.0022659748761466,0.980192863751615,0.999960952824732
AC004938.1,-0.00169307031104563,0.980234718596221,0.999960952824732
SETD7,0.000416771416413338,0.980258455709341,0.999960952824732
AL161742.1,4.46891924991728e-05,0.980259096889123,0.999960952824732
THEM4,0.00353462352215408,0.980268024649298,0.999960952824732
UST,-0.00108084572436734,0.980299124771262,0.999960952824732
SPIN2A,-0.000254944009774406,0.980360716014422,0.999960952824732
AC020915.2,3.93762001846243e-05,0.980396060333247,0.999960952824732
CCN5,0.00107691570495079,0.980414327869907,0.999960952824732
URI1,-0.00139002022246033,0.980441673650155,0.999960952824732
AC022018.1,0.000424275011818905,0.980571622139964,0.999960952824732
HIST2H2BD,-0.00117666246213052,0.980645180778007,0.999960952824732
FAM189B,0.000365223936271187,0.980646842822537,0.999960952824732
GPRASP1,-0.00203291748622508,0.980651015517987,0.999960952824732
PARG,0.000287850933554524,0.980654642450923,0.999960952824732
GGCT,-0.00103291590695672,0.980668155012123,0.999960952824732
CCRL2,-0.000796512376625249,0.98068544603702,0.999960952824732
EZH1,0.00201071508606345,0.980698409233168,0.999960952824732
HBA2,0.000550455649605617,0.980698507167111,0.999960952824732
CLPTM1,0.00201107955941324,0.98076091626197,0.999960952824732
CACNA1C-AS1,-0.000573658481286957,0.980772925332274,0.999960952824732
RAPGEF6,0.00339350226168772,0.980834770549406,0.999960952824732
TMEM62,0.00156374700134352,0.980890310478891,0.999960952824732
CCNQ,-0.00161967716875437,0.980909805905459,0.999960952824732
HS1BP3,0.000834070221972528,0.980922852725581,0.999960952824732
ANKRD36BP1,0.000164786829688445,0.980953823320518,0.999960952824732
ACOT7,0.00247215296885678,0.981011733088403,0.999960952824732
RPL17P20,0.00136935679082529,0.981076646971736,0.999960952824732
NPTN,0.00163370257013843,0.981118820748564,0.999960952824732
ZKSCAN5,0.000353951550695213,0.981127673035425,0.999960952824732
PEMT,0.00253425613830192,0.981186019968494,0.999960952824732
UTP14A,-0.00127187634476626,0.981315979367766,0.999960952824732
YES1,-0.0012468757380618,0.981380454779761,0.999960952824732
B3GALNT2,0.000659731387132576,0.98139344581644,0.999960952824732
RPS3AP35,0.000244057162079298,0.981448560148087,0.999960952824732
AC111170.3,0.00028942522779667,0.981519124473171,0.999960952824732
RN7SKP292,0.000672414271232945,0.981532727877408,0.999960952824732
PYROXD2,0.00182991913226893,0.981763346076143,0.999960952824732
CNOT7P1,-0.000448623323169129,0.981862349817672,0.999960952824732
AC022098.1,0.000366450040624244,0.98187938009836,0.999960952824732
MFSD11,0.00033167802286806,0.98188017268755,0.999960952824732
ZNF174,-0.000617518963348367,0.981897928748506,0.999960952824732
SPNS1,8.29240170600081e-05,0.981907915158546,0.999960952824732
HGSNAT,0.00302410952487854,0.981908853084875,0.999960952824732
SPTLC1,0.00172915382157263,0.98198066175198,0.999960952824732
DEAF1,0.00159205189929362,0.982026218781869,0.999960952824732
DDC,-0.00101511614107345,0.982026871903805,0.999960952824732
DNAJC30,0.00161835851859128,0.982028995961422,0.999960952824732
IFI27L1,-0.000855914133507231,0.982087170279861,0.999960952824732
LONP2,2.74421186847778e-06,0.982102718587456,0.999960952824732
COPE,0.00386581961225388,0.982107649356997,0.999960952824732
NUDT7,0.000427457128445072,0.982136116232421,0.999960952824732
LBR,-0.00576670392116158,0.982212604802927,0.999960952824732
DISP1,0.00169839739240865,0.982248806660118,0.999960952824732
PBX3,0.00079575419724926,0.982364782453297,0.999960952824732
B3GNT2,0.00192986821805301,0.982419638312351,0.999960952824732
DEXI,-0.00100978896016085,0.982485622310732,0.999960952824732
RDH10,-0.00101576666619319,0.982536663937491,0.999960952824732
POMZP3,-0.000762247123437652,0.982548076909726,0.999960952824732
RPL29P14,-0.00026830526400381,0.982559416101293,0.999960952824732
ELOVL1,-0.00159851949737605,0.982567367144436,0.999960952824732
FIG4,-0.00155025521685124,0.982580595524076,0.999960952824732
OXNAD1,0.00156787594293779,0.982591707306249,0.999960952824732
RPL13P,-0.000836150189923413,0.982634091192783,0.999960952824732
MRTO4,0.000635307536256927,0.982663851924045,0.999960952824732
TMEM160,-0.000139271295182685,0.982703519014408,0.999960952824732
SLC38A9,-0.0020045373842949,0.982735679171634,0.999960952824732
THAP12P7,0.00019908508714623,0.982794425286145,0.999960952824732
RAD18,-0.000853937355922045,0.982838317973057,0.999960952824732
RPL19P13,0.000194404522044641,0.98287485246309,0.999960952824732
AL121769.1,-0.000957780742219647,0.982876646989606,0.999960952824732
GOLPH3L,-0.00056842694464407,0.982930944483719,0.999960952824732
AC027097.1,0.00184764782528589,0.982971083586154,0.999960952824732
FAM20B,0.00139572039974334,0.982983638629215,0.999960952824732
TBC1D23,0.000369607547679605,0.983023612536649,0.999960952824732
AL135925.1,0.000361116983189566,0.983088252929658,0.999960952824732
CU638689.4,2.95164089958661e-05,0.983089966145787,0.999960952824732
MSTO2P,-0.00127180472184629,0.983115963614057,0.999960952824732
CHRAC1,0.00133525522376259,0.983136287945943,0.999960952824732
SENCR,0.000149010998376134,0.983161467530247,0.999960952824732
FGGY,-0.000978706742808351,0.983182623408888,0.999960952824732
AC005019.1,-0.00148812720323575,0.983197938682058,0.999960952824732
NAPEPLD,-0.0012877758362736,0.983213143004537,0.999960952824732
AC092910.3,-0.00078413147514723,0.983216482078258,0.999960952824732
MCRIP2,0.000980984995638329,0.983238867283694,0.999960952824732
EPHA1-AS1,-0.000616951007479824,0.983340251540369,0.999960952824732
VAPB,0.000580247150649276,0.983361400291953,0.999960952824732
YAE1,-0.00120270891705744,0.983400724951552,0.999960952824732
ACVR2A,-0.000171233370992938,0.983537190355818,0.999960952824732
MGAT4B,-0.000739463592315477,0.983550934576569,0.999960952824732
AC108693.1,0.000416957831300199,0.983565228843261,0.999960952824732
IFI27,-0.000215658092322344,0.983616865843369,0.999960952824732
AAAS,-0.00133892516833337,0.983659140311453,0.999960952824732
ELF2,-0.00254326767610376,0.983667069989947,0.999960952824732
WDR78,0.000552908043328292,0.983672491990697,0.999960952824732
VPS13A,0.00371580121397734,0.983704723105564,0.999960952824732
PI4KB,-0.000419422725105479,0.98377073836663,0.999960952824732
LRRC8D,-0.00228031180112378,0.983789737638774,0.999960952824732
BORCS6,-0.00131565322825993,0.983843566601735,0.999960952824732
RELT,-0.00175792185066329,0.983889665534464,0.999960952824732
CROCCP2,-0.00116849355149766,0.983974646629431,0.999960952824732
TNIP2,0.00157175972780665,0.983992614128206,0.999960952824732
AL353194.1,7.01799501621705e-05,0.984006775480093,0.999960952824732
USP37,0.000268867540595006,0.984082802458539,0.999960952824732
PDE12,0.000909213749556192,0.984155252763322,0.999960952824732
NDUFAB1P1,0.00097284315380381,0.984202886854524,0.999960952824732
ZNF337-AS1,0.000174281112588358,0.984214868363196,0.999960952824732
ZNF76,-0.00111396884141375,0.984368067576075,0.999960952824732
RPS29P7,0.000266732682232729,0.984378333291086,0.999960952824732
XPO7,-0.000804796415740655,0.984388483387597,0.999960952824732
STXBP1,-3.10730091690168e-05,0.984406926386233,0.999960952824732
FHL1,0.000271103699113003,0.98454786761822,0.999960952824732
ATG2A,-0.00182916969178871,0.984681016190164,0.999960952824732
GART,-6.21207411901643e-05,0.984728722010786,0.999960952824732
Y_RNA_ENSG00000200090.1,1.57529863291693e-05,0.984747597929603,0.999960952824732
THUMPD2,0.000202603287883784,0.984765688655973,0.999960952824732
GTPBP4,-0.00394639887897218,0.98477661678993,0.999960952824732
ZNF763,-0.000667358702825873,0.984777981780167,0.999960952824732
SFR1,-0.000314682016438183,0.984780823347011,0.999960952824732
LIPT1,0.000880437317705093,0.984836125959589,0.999960952824732
A2M,0.00174064093700641,0.984839305982299,0.999960952824732
GPALPP1,-0.000810281464222884,0.984841897707056,0.999960952824732
FP236383.3,-0.00174229580604136,0.984906332926005,0.999960952824732
TMEM242,-0.000818742252344162,0.984947457600485,0.999960952824732
LINC01534,-0.00141819509806027,0.984949184008875,0.999960952824732
C10orf91,0.00104905929649558,0.984980998066149,0.999960952824732
HSPD1P4,-0.000560561102377821,0.984981677393722,0.999960952824732
AC009315.1,-0.000380822672768568,0.984988485943604,0.999960952824732
RBSN,0.000834674764030069,0.984988725733608,0.999960952824732
PSMD12,7.67792008259211e-05,0.985047113473541,0.999960952824732
FADS1,-0.00134953531880002,0.98507403115242,0.999960952824732
POLD1,-1.65174548366499e-05,0.985126813913557,0.999960952824732
SZT2,0.00224782277622587,0.98513243281235,0.999960952824732
NIPSNAP1,-0.000936648578917811,0.985149599911931,0.999960952824732
HNRNPRP1,-0.00162171974311648,0.985157934715128,0.999960952824732
VPS33A,0.000902914761317127,0.985168003152047,0.999960952824732
AC022034.2,-0.000410844665022476,0.985210796847552,0.999960952824732
AL139039.2,-0.00080478035888743,0.985297625242259,0.999960952824732
AARS2,-0.00176688902692637,0.985344029723218,0.999960952824732
RPL7AP58,-0.000278767940811462,0.985400626652342,0.999960952824732
NECAP1,0.000232262764030733,0.985417615468297,0.999960952824732
TIRAP,0.00123708420958241,0.985437663235948,0.999960952824732
FARS2,6.13643459353186e-05,0.985452298475737,0.999960952824732
BICD1,-0.00313308858075984,0.985489287095352,0.999960952824732
YWHAH,0.00414185082939953,0.985586816508633,0.999960952824732
CPOX,0.000536343631663532,0.985589042097629,0.999960952824732
RPL23AP69,0.00150941441613246,0.985594486147784,0.999960952824732
C11orf24,0.000203455923618728,0.985660954510348,0.999960952824732
RPL31,-0.00174318499620474,0.985762118466931,0.999960952824732
RPL21P1,-0.00156513591193771,0.985803482385927,0.999960952824732
ZNF10,-0.000570782550912344,0.985866299274229,0.999960952824732
SLC30A5,-0.00158838239802299,0.98588944162098,0.999960952824732
POP1,0.000426837326771023,0.985908957754595,0.999960952824732
RPS27AP15,0.00114706452184722,0.985931363304719,0.999960952824732
NEB,-0.000534566126193783,0.985944077092877,0.999960952824732
COPS2,0.000630978267019216,0.985951514446732,0.999960952824732
AC015720.2,-0.00198954991289782,0.985958035030031,0.999960952824732
AC009113.1,0.00100005729091708,0.98596134954441,0.999960952824732
RPL31P52,0.0002634197198479,0.98597589981914,0.999960952824732
CNP,-0.00256140055500575,0.98619508317622,0.999960952824732
TOM1L2,-0.000377470526634899,0.986220401006976,0.999960952824732
CCDC58,-0.00104810551865518,0.986228796600592,0.999960952824732
RPL34P26,-0.000157901936232616,0.98623370569943,0.999960952824732
HMGB1P8,0.000132538718704216,0.986306480917462,0.999960952824732
AC002056.1,0.000637307833542989,0.98633164398019,0.999960952824732
AL353807.5,-0.000682297363590135,0.986429389232857,0.999960952824732
AC245297.2,0.00135140896695707,0.986504820109637,0.999960952824732
CASP7,0.000774054690603525,0.986567879635227,0.999960952824732
RPL31P44,-0.00122670925518374,0.986697524194663,0.999960952824732
LYRM2,0.0025480740927667,0.986728683596788,0.999960952824732
MICALL1,-0.00177197013884628,0.986778901840324,0.999960952824732
CSNK2A3,-0.000710132118461032,0.986928105465724,0.999960952824732
KLF16,-6.82017423475038e-05,0.986966679424622,0.999960952824732
EIF4BP7,0.0006418402296378,0.986983965506618,0.999960952824732
ENPP1,0.00184529590473538,0.987071575670292,0.999960952824732
AC079601.2,-0.00135102369386707,0.987086409376249,0.999960952824732
RELA-DT,-0.000577923814679051,0.987176850514965,0.999960952824732
EIF6,0.000649848208191937,0.987248834170135,0.999960952824732
MRPS14,-0.00123133440785998,0.98725231029107,0.999960952824732
CENPA,-0.000471667208448173,0.987301231501521,0.999960952824732
ZNF700,0.000262358934470743,0.98730883905522,0.999960952824732
ZNF274,-0.00100018470965505,0.987379130786324,0.999960952824732
PALB2,0.00105457959362044,0.987571642970977,0.999960952824732
RPS4XP1,-0.000239658160585325,0.987574732632281,0.999960952824732
P3H4,0.00200933644653522,0.987582719681383,0.999960952824732
WWC1,0.000453053839713281,0.987598349394608,0.999960952824732
TBC1D2B,-0.00354687660362616,0.987638977605453,0.999960952824732
RPS4XP16,0.000902650447500431,0.987641961760559,0.999960952824732
ZNF8,-0.00202627924418297,0.987702676684739,0.999960952824732
PLAA,-0.00147206039707082,0.987707888393598,0.999960952824732
FAM207BP,0.00204032144250886,0.987715061265392,0.999960952824732
RNU6-1016P,2.31215473387321e-05,0.987742572572994,0.999960952824732
DTD2,-0.00202092571144086,0.987808563683147,0.999960952824732
TOR1B,0.000157779035657339,0.988015457883303,0.999960952824732
PLGLB1,0.00148332371469121,0.988034427941255,0.999960952824732
PKN1,0.00322408248054201,0.988051946398312,0.999960952824732
ZNF133,-0.000424964428161909,0.988115712779865,0.999960952824732
DHRSX,0.00056596418665573,0.988155888052538,0.999960952824732
BLOC1S6,0.00173914754167846,0.98818214316854,0.999960952824732
PTPN1,0.00625170395084329,0.98821795695839,0.999960952824732
FGFR1OP,0.00273455537014727,0.988232870485367,0.999960952824732
SULT1A2,-6.08160946866788e-07,0.988233385529079,0.999960952824732
AC093789.1,-0.00344614610196404,0.988281491951333,0.999960952824732
XRCC2,-0.000182348207344844,0.988294354085954,0.999960952824732
RPS10P5,-0.00223024382353774,0.988297439279781,0.999960952824732
PACS2,-0.000832146947173272,0.98831833836054,0.999960952824732
MEI1,0.00145346829462482,0.988472169651734,0.999960952824732
ALMS1P1,0.000523646310413647,0.988475473564612,0.999960952824732
